# Annotated with Bakta
# Software: v1.9.4
# Database: v5.0, full
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
ptg000002l	cds	1847339	1849303	-	IIKNCJ_09420		DUF1430 domain-containing protein	COG:COG4652, COG:S, RefSeq:WP_000870806.1, SO:0001217, UniParc:UPI0000054436, UniRef:UniRef100_A0A0D3Q641, UniRef:UniRef50_A0A6H3Q5N8, UniRef:UniRef90_A0A6H3Q5N8
ptg000002l	sorf	1850269	1850346	-	IIKNCJ_09425		Putative holin-like toxin	SO:0001217, UniParc:UPI00078C946A, UniRef:UniRef100_A0A2S6D6I4, UniRef:UniRef50_A0A2S6D6I4, UniRef:UniRef90_A0A2S6D6I4
ptg000002l	ncRNA	1850303	1850485	-	IIKNCJ_09430	rli28	Listeria sRNA rli28	RFAM:RF01492, SO:0000655
ptg000002l	cds	1850647	1851249	-	IIKNCJ_09435		CPBP family intramembrane metalloprotease	RefSeq:WP_001033867.1, SO:0001217, UniParc:UPI0000054AE7, UniRef:UniRef100_X5E1A4, UniRef:UniRef50_A0A0K1AEQ9, UniRef:UniRef90_A0A5S9ETJ5
ptg000002l	cds	1851264	1851440	-	IIKNCJ_09440	ykvS	DUF2187 domain-containing protein	COG:COG4873, COG:S, RefSeq:WP_000214898.1, SO:0001217, UniParc:UPI0000054AE8, UniRef:UniRef100_A0A0D1H5K7, UniRef:UniRef50_A0A075JQK0, UniRef:UniRef90_A0A1E5TLW9
ptg000002l	cds	1851639	1852625	+	IIKNCJ_09445	lplA	Lipoate--protein ligase 1	COG:COG0095, COG:H, EC:6.3.1.20, GO:0005524, GO:0009249, GO:0016979, RefSeq:WP_000668820.1, SO:0001217, UniParc:UPI0000054AE9, UniRef:UniRef100_X5EKR3, UniRef:UniRef50_O07608, UniRef:UniRef90_A0A0H3JR16
ptg000002l	cds	1852706	1852924	-	IIKNCJ_09450		IDEAL domain-containing protein	RefSeq:WP_000876826.1, SO:0001217, UniParc:UPI00000D7696, UniRef:UniRef100_A0A8S7HAK9, UniRef:UniRef50_B9DQ96, UniRef:UniRef90_A0A7U7PXU5
ptg000002l	cds	1853134	1853703	+	IIKNCJ_09455	comK	Competence transcription factor ComK	COG:COG4903, COG:K, RefSeq:WP_000287265.1, SO:0001217, UniParc:UPI00000D7742, UniRef:UniRef100_W8TQM6, UniRef:UniRef50_C5QQX0, UniRef:UniRef90_W8TQM6
ptg000002l	tRNA	1853845	1853919	+	IIKNCJ_09460	trnN	tRNA-Asn(gtt)	SO:0000257
ptg000002l	tRNA	1853922	1854010	+	IIKNCJ_09465	trnS	tRNA-Ser(gct)	SO:0000269
ptg000002l	cds	1854190	1855704	-	IIKNCJ_09470	ushA	2',3'-cyclic-nucleotide 2'-phosphodiesterase/5'- or 3'-nucleotidase, 5'-nucleotidase family	COG:COG0737, COG:FV, SO:0001217, UniParc:UPI0000054AEC, UniRef:UniRef100_A0A0D6HUT5, UniRef:UniRef50_A0A2K4DLJ3, UniRef:UniRef90_A0A0D6HUT5
ptg000002l	cds	1855840	1857198	-	IIKNCJ_09475	trkG	Trk-type K+ transport system, membrane component	COG:COG0168, COG:P, RefSeq:WP_000021864.1, SO:0001217, UniParc:UPI00000D9D52, UniRef:UniRef100_A0A0D6GGT6, UniRef:UniRef50_O31658, UniRef:UniRef90_A0A7U7JTZ2
ptg000002l	cds	1857215	1859524	-	IIKNCJ_09480	degQ	Serine protease HtrA-like	COG:COG0265, COG:O, EC:3.4.21.-, GO:0004252, GO:0005886, GO:0006508, SO:0001217, UniParc:UPI0000696C06, UniRef:UniRef100_Q2FI55, UniRef:UniRef50_Q2FZP2, UniRef:UniRef90_Q2FZP2
ptg000002l	cds	1859758	1860561	-	IIKNCJ_09485	terC	Tellurite resistance membrane protein TerC	COG:COG0861, COG:P, RefSeq:WP_000928413.1, SO:0001217, UniParc:UPI00000CABC2, UniRef:UniRef100_T1Y9B0, UniRef:UniRef50_A0A3S1AI74, UniRef:UniRef90_A0A6B0D5S1
ptg000002l	ncRNA-region	1860637	1860743	-			yybP-ykoY manganese riboswitch	RFAM:RF00080, SO:0000035
ptg000002l	cds	1860863	1862425	-	IIKNCJ_09490	prfC	peptide chain release factor 3	COG:COG4108, COG:J, GO:0003924, GO:0005525, GO:0005737, GO:0006449, GO:0016149, RefSeq:WP_001049959.1, SO:0001217, UniParc:UPI0000054AF1, UniRef:UniRef100_Q2FI57, UniRef:UniRef50_Q8Y8C0, UniRef:UniRef90_Q49WE9
ptg000002l	cds	1862425	1862676	-	IIKNCJ_09495	yueH	YueH family protein	RefSeq:WP_000608862.1, SO:0001217, UniParc:UPI00000CAC3F, UniRef:UniRef100_W8URU9, UniRef:UniRef50_A0A0E0VMU7, UniRef:UniRef90_A0A0E0VMU7
ptg000002l	cds	1862669	1864150	-	IIKNCJ_09500	murE	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--L-lysine ligase	COG:COG0769, COG:M, EC:6.3.2.7, GO:0000287, GO:0005524, GO:0005737, GO:0007049, GO:0008360, GO:0009252, GO:0047482, GO:0051301, GO:0071555, RefSeq:WP_000340118.1, SO:0001217, UniParc:UPI00004B5B8E, UniRef:UniRef100_Q2FI59, UniRef:UniRef50_Q5HQE6, UniRef:UniRef90_Q2FI59
ptg000002l	cds	1864583	1865758	+	IIKNCJ_09505	ugtP	diglucosyl diacylglycerol synthase	COG:COG0707, COG:M, EC:2.4.1.315, GO:0005886, GO:0009246, GO:0009247, GO:0047228, GO:0070395, RefSeq:WP_000258650.1, SO:0001217, UniParc:UPI0000054AF4, UniRef:UniRef100_Q2FI60, UniRef:UniRef50_Q49WE6, UniRef:UniRef90_Q6GI67
ptg000002l	cds	1865736	1866926	+	IIKNCJ_09510	ltaA	Proton-coupled antiporter flippase LtaA	COG:COG2814, COG:G, GO:0005886, GO:0006869, GO:0015297, GO:0070395, RefSeq:WP_001154222.1, SO:0001217, UniParc:UPI00004B5B8D, UniRef:UniRef100_Q2FI61, UniRef:UniRef50_Q4L523, UniRef:UniRef90_Q2FI61
ptg000002l	cds	1867039	1867548	-	IIKNCJ_09515	thpR	Putative phosphoesterase SAOUHSC_00951	COG:COG1514, COG:J, EC:3.1.-.-, GO:0016788, RefSeq:WP_000600392.1, SO:0001217, UniParc:UPI0000054AF6, UniRef:UniRef100_Q5HH71, UniRef:UniRef50_Q49WE4, UniRef:UniRef90_Q5HH71
ptg000002l	cds	1867742	1868500	-	IIKNCJ_09520	fes	Enterochelin esterase or related enzyme	COG:COG2382, COG:P, RefSeq:WP_001288681.1, SO:0001217, UniParc:UPI0000054AF7, UniRef:UniRef100_A0A0D6HUN1, UniRef:UniRef50_S2XM82, UniRef:UniRef90_A0A0D6HUN1
ptg000002l	cds	1868642	1870210	-	IIKNCJ_09525	alsT	Na+/alanine symporter	COG:COG1115, COG:E, RefSeq:WP_000570699.1, SO:0001217, UniParc:UPI00004B5B8C, UniRef:UniRef100_T1Y9A0, UniRef:UniRef50_A0A6N3F963, UniRef:UniRef90_A0A7U7PY17
ptg000002l	cds	1870552	1871637	+	IIKNCJ_09530	perM	putative PurR-regulated permease PerM	COG:COG0628, COG:R, RefSeq:WP_000933105.1, SO:0001217, UniParc:UPI0000054AF9, UniRef:UniRef100_W8U058, UniRef:UniRef50_A0A0H2VHY8, UniRef:UniRef90_G5JKA2
ptg000002l	cds	1871832	1872602	-	IIKNCJ_09535	fabI	enoyl-ACP reductase FabI	COG:COG0623, COG:I, EC:1.3.1.39, GO:0004318, GO:0030497, GO:0042802, GO:0047117, GO:0050661, RefSeq:WP_000933195.1, SO:0001217, UniParc:UPI00000D774F, UniRef:UniRef100_Q6GI75, UniRef:UniRef50_Q2FZQ3, UniRef:UniRef90_Q2FZQ3
ptg000002l	cds	1872880	1874724	-	IIKNCJ_09540	trkA	Trk/Ktr K+ transport system regulatory component TrkA/KtrA/KtrC, RCK domain	COG:COG0569, COG:PT, RefSeq:WP_000395153.1, SO:0001217, UniParc:UPI0000054AFC, UniRef:UniRef100_W8TQN9, UniRef:UniRef50_O31615, UniRef:UniRef90_W8TQN9
ptg000002l	cds	1874734	1876119	-	IIKNCJ_09545	mgtE	magnesium transporter	COG:COG2239, COG:P, RefSeq:WP_000062417.1, SO:0001217, UniParc:UPI0000054AFD, UniRef:UniRef100_A0A068DXM4, UniRef:UniRef50_A0A2T4SE99, UniRef:UniRef90_A0A0D1GXI3
ptg000002l	cds	1876140	1876994	-	IIKNCJ_09550	rluA	Pseudouridine synthase RluA, 23S rRNA- or tRNA-specific	COG:COG0564, COG:J, RefSeq:WP_000669939.1, SO:0001217, UniParc:UPI0000054AFE, UniRef:UniRef100_A0A0D6HX24, UniRef:UniRef50_A0A380HPA2, UniRef:UniRef90_A0A0H3JPI0
ptg000002l	cds	1876991	1877800	-	IIKNCJ_09555	nadK	NAD kinase	COG:COG0061, COG:H, EC:2.7.1.23, GO:0003951, GO:0005524, GO:0005737, GO:0006741, GO:0016310, GO:0019674, GO:0046872, GO:0051287, RefSeq:WP_001270834.1, SO:0001217, UniParc:UPI0000054AFF, UniRef:UniRef100_A7X0N2, UniRef:UniRef50_Q8Y8D7, UniRef:UniRef90_Q5HQG2
ptg000002l	cds	1877817	1878452	-	IIKNCJ_09560	yjbM	ppGpp synthetase catalytic domain (RelA/SpoT-type nucleotidyltranferase)	COG:COG2357, COG:FT, RefSeq:WP_001077683.1, SO:0001217, UniParc:UPI0000054B00, UniRef:UniRef100_W8TMV6, UniRef:UniRef50_O31611, UniRef:UniRef90_A0A380G3W5
ptg000002l	cds	1878469	1878816	-	IIKNCJ_09565		UPF0738 protein SAUSA300_0906	RefSeq:WP_001242102.1, SO:0001217, UniParc:UPI00000D9D4A, UniRef:UniRef100_Q5HH80, UniRef:UniRef50_Q49WD4, UniRef:UniRef90_Q5HH80
ptg000002l	cds	1879002	1879595	+	IIKNCJ_09570	yjbK	putative triphosphatase or cyclase YjbK, contains CYTH domain	COG:COG4116, COG:R, RefSeq:WP_000224622.1, SO:0001217, UniParc:UPI0000054B02, UniRef:UniRef100_X5EET4, UniRef:UniRef50_A0A364UPZ5, UniRef:UniRef90_X5EET4
ptg000002l	cds	1879699	1880064	+	IIKNCJ_09575	yjbI	truncated hemoglobin YjbI	BlastRules:WP_000214067, BlastRules:WP_019167281, COG:COG2346, COG:P, RefSeq:WP_000214075.1, SO:0001217, UniParc:UPI0000696C04, UniRef:UniRef100_A0A1S5YUB0, UniRef:UniRef50_A0A239UA26, UniRef:UniRef90_A0A090LWE8
ptg000002l	cds	1880087	1880893	+	IIKNCJ_09580	yjbH	protease adaptor protein YjbH	BlastRules:WP_000896697, BlastRules:WP_014614367, COG:COG2761, COG:O, GO:0005737, RefSeq:WP_000896697.1, SO:0001217, UniParc:UPI0000054B04, UniRef:UniRef100_A7X0M6, UniRef:UniRef50_A7X0M6, UniRef:UniRef90_A7X0M6
ptg000002l	ncRNA	1881072	1881190	-	IIKNCJ_09585	rsaF	RNA Staph. aureus F	RFAM:RF01858, SO:0000655
ptg000002l	ncRNA	1881156	1881253	-	IIKNCJ_09590	rsaE	RNA Staph. aureus E (RoxS)	RFAM:RF01820, SO:0000655
ptg000002l	cds	1881353	1883161	-	IIKNCJ_09595	pepF	oligoendopeptidase F	COG:COG1164, COG:E, RefSeq:WP_000082731.1, SO:0001217, UniParc:UPI0000054B06, UniRef:UniRef100_A0A0D6GH02, UniRef:UniRef50_O31605, UniRef:UniRef90_A0A0D6GH02
ptg000002l	cds	1883209	1883823	-	IIKNCJ_09600	coiA	Competence protein CoiA, contains putative nuclease domain	COG:COG4469, COG:R, SO:0001217, UniParc:UPI000169900F, UniRef:UniRef100_A0A0H3K7V0, UniRef:UniRef50_A0A8E0DCK9, UniRef:UniRef90_A0A8E0DCK9
ptg000002l	cds	1883937	1884194	-	IIKNCJ_09605	coiA	Competence protein CoiA, contains putative nuclease domain	COG:COG4469, COG:R, SO:0001217, UniParc:UPI0000696C02, UniRef:UniRef100_A0A0E8G9A9, UniRef:UniRef50_A0A8E0DCK9, UniRef:UniRef90_A0A8E0DCK9
ptg000002l	cds	1884315	1885034	-	IIKNCJ_09610	mecA	adaptor protein MecA	COG:COG4862, COG:KTN, GO:0030674, KEGG:K16511, RefSeq:WP_001217730.1, SO:0001217, UniParc:UPI0000054B08, UniRef:UniRef100_Q2FI79, UniRef:UniRef50_Q4L506, UniRef:UniRef90_Q2FI79
ptg000002l	cds	1885405	1885800	-	IIKNCJ_09615	spxA	transcriptional regulator SpxA	COG:COG1393, COG:P, GO:0005737, GO:0045892, KEGG:K16509, RefSeq:WP_000258003.1, SO:0001217, UniParc:UPI00000D77A6, UniRef:UniRef100_Q2G1U6, UniRef:UniRef50_O31602, UniRef:UniRef90_Q2G1U6
ptg000002l	cds	1886095	1887084	+	IIKNCJ_09620	trpS	tryptophan--tRNA ligase	COG:COG0180, COG:J, EC:6.1.1.2, GO:0004830, GO:0005524, GO:0005737, GO:0006436, RefSeq:WP_000448934.1, SO:0001217, UniParc:UPI000002E8EF, UniRef:UniRef100_Q5HH88, UniRef:UniRef50_P00954, UniRef:UniRef90_Q5HH88
ptg000002l	cds	1887126	1888007	-	IIKNCJ_09625	dppC	ABC-type dipeptide/oligopeptide/nickel transport system, permease component	COG:COG1173, COG:EP, RefSeq:WP_001180262.1, SO:0001217, UniParc:UPI0000054B0A, UniRef:UniRef100_A0A0D3Q603, UniRef:UniRef50_A0A0D3Q603, UniRef:UniRef90_A0A0D3Q603
ptg000002l	cds	1888019	1888981	-	IIKNCJ_09630	dppB	ABC-type dipeptide/oligopeptide/nickel transport system, permease component	COG:COG0601, COG:EP, RefSeq:WP_000593417.1, SO:0001217, UniParc:UPI0000054B0B, UniRef:UniRef100_X5ELF6, UniRef:UniRef50_X5ELF6, UniRef:UniRef90_X5ELF6
ptg000002l	cds	1888974	1889954	-	IIKNCJ_09635	dppD	ABC-type dipeptide/oligopeptide/nickel transport system, ATPase component	COG:COG0444, COG:EP, RefSeq:WP_000427770.1, SO:0001217, UniParc:UPI0000054B0C, UniRef:UniRef100_A0A0D6HVD8, UniRef:UniRef50_A0A0D6HVD8, UniRef:UniRef90_A0A0D6HVD8
ptg000002l	cds	1889957	1890943	-	IIKNCJ_09640	dppD	ABC-type dipeptide/oligopeptide/nickel transport system, ATPase component	COG:COG0444, COG:EP, RefSeq:WP_001067049.1, SO:0001217, UniParc:UPI0000696C01, UniRef:UniRef100_A0A5A8VG60, UniRef:UniRef50_A0A0D6HVY2, UniRef:UniRef90_A0A0D6HVY2
ptg000002l	cds	1890994	1892709	-	IIKNCJ_09645	ddpA	ABC-type transport system, periplasmic component	COG:COG0747, COG:E, RefSeq:WP_000517187.1, SO:0001217, UniParc:UPI00004B5B89, UniRef:UniRef100_T1Y8L2, UniRef:UniRef50_B9DPB0, UniRef:UniRef90_A0A2S6D854
ptg000002l	cds	1892921	1894576	-	IIKNCJ_09650	oppA	ABC-type oligopeptide transport system, periplasmic component	COG:COG4166, COG:E, KEGG:K15580, RefSeq:WP_000197019.1, SO:0001217, UniParc:UPI0000054B10, UniRef:UniRef100_A0A0D3Q5Z8, UniRef:UniRef50_A0A2K4BXX7, UniRef:UniRef90_A0A0D3Q5Z8
ptg000002l	cds	1894595	1895536	-	IIKNCJ_09655	gsiA	ABC-type glutathione transport system ATPase component, contains duplicated ATPase domain	COG:COG1123, COG:O, RefSeq:WP_000786734.1, SO:0001217, UniParc:UPI0000054B11, UniRef:UniRef100_A0A0D6HXC4, UniRef:UniRef50_A0A0D6HXC4, UniRef:UniRef90_A0A0D6HXC4
ptg000002l	cds	1895526	1896608	-	IIKNCJ_09660	dppD	ABC-type dipeptide/oligopeptide/nickel transport system, ATPase component	COG:COG0444, COG:EP, RefSeq:WP_000140050.1, SO:0001217, UniParc:UPI0000054B12, UniRef:UniRef100_W8URX7, UniRef:UniRef50_Q9F5U3, UniRef:UniRef90_W8URX7
ptg000002l	cds	1896625	1897695	-	IIKNCJ_09665	dppC	ABC-type dipeptide/oligopeptide/nickel transport system, permease component	COG:COG1173, COG:EP, RefSeq:WP_000829632.1, SO:0001217, UniParc:UPI0000054B13, UniRef:UniRef100_A0A0D6W9J7, UniRef:UniRef50_A0A192F2X2, UniRef:UniRef90_A0A0D6W9J7
ptg000002l	cds	1897695	1898621	-	IIKNCJ_09670	dppB	ABC-type dipeptide/oligopeptide/nickel transport system, permease component	COG:COG0601, COG:EP, RefSeq:WP_000521533.1, SO:0001217, UniParc:UPI0000054B14, UniRef:UniRef100_A0A0D1ISL6, UniRef:UniRef50_A0A0D1ISL6, UniRef:UniRef90_A0A0D1ISL6
ptg000002l	cds	1898864	1899106	+	IIKNCJ_09675		(pseudo) DUF3899 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A0U1MHH0, UniRef:UniRef90_A0A7U9J7G4
ptg000002l	cds	1899291	1900535	-	IIKNCJ_09680	fabF	beta-ketoacyl-ACP synthase II	COG:COG0304, COG:IQ, EC:2.3.1.179, GO:0004315, GO:0006633, RefSeq:WP_000081237.1, SO:0001217, UniParc:UPI0000696C00, UniRef:UniRef100_A0A0E8G9V2, UniRef:UniRef50_Q5HHA1, UniRef:UniRef90_Q5HHA1
ptg000002l	cds	1900547	1901488	-	IIKNCJ_09685	fabH	Beta-ketoacyl-[acyl-carrier-protein] synthase III	COG:COG0332, COG:I, EC:2.3.1.180, GO:0004315, GO:0005737, GO:0006633, GO:0033818, RefSeq:WP_001100525.1, SO:0001217, UniParc:UPI0000054B17, UniRef:UniRef100_Q2FI93, UniRef:UniRef50_Q8RGX7, UniRef:UniRef90_Q2FI93
ptg000002l	cds	1901783	1901968	+	IIKNCJ_09690		DUF2929 domain-containing protein	RefSeq:WP_000682089.1, SO:0001217, UniParc:UPI0000054B18, UniRef:UniRef100_W8U531, UniRef:UniRef50_C5QQS9, UniRef:UniRef90_W8U531
ptg000002l	cds	1902225	1902659	-	IIKNCJ_09695		65 kDa membrane protein	RefSeq:WP_000769689.1, SO:0001217, UniParc:UPI0000054B19, UniRef:UniRef100_X5EF25, UniRef:UniRef50_X5EF25, UniRef:UniRef90_X5EF25
ptg000002l	cds	1902970	1903485	-	IIKNCJ_09700	pEBP	Uncharacterized conserved protein, phosphatidylethanolamine-binding protein (PEBP) family	COG:COG1881, COG:R, RefSeq:WP_000695342.1, SO:0001217, UniParc:UPI0000054B1B, UniRef:UniRef100_X5EED1, UniRef:UniRef50_A0A0H3JM45, UniRef:UniRef90_A0A0H3JM45
ptg000002l	cds	1903469	1904587	-	IIKNCJ_09705		MFS transporter	RefSeq:WP_001037436.1, SO:0001217, UniParc:UPI0000054B1C, UniRef:UniRef100_X5DWA1, UniRef:UniRef50_A0A0H3JPE3, UniRef:UniRef90_A0A0H3JPE3
ptg000002l	cds	1904580	1905221	-	IIKNCJ_09710		YrdC-like domain-containing protein	RefSeq:WP_000404422.1, SO:0001217, UniParc:UPI0000054B1D, UniRef:UniRef100_W8URY8, UniRef:UniRef50_A0A7U7IEM3, UniRef:UniRef90_A0A7U7IEM3
ptg000002l	cds	1905205	1906350	-	IIKNCJ_09715	leuA	Isopropylmalate/homocitrate/citramalate synthases	COG:COG0119, COG:E, RefSeq:WP_000619366.1, SO:0001217, UniParc:UPI0000696BFF, UniRef:UniRef100_A0A0E8GC24, UniRef:UniRef50_A0A0Y8YSP6, UniRef:UniRef90_A0A0Y8YSP6
ptg000002l	cds	1906460	1907329	+	IIKNCJ_09720	lysR	DNA-binding transcriptional regulator, LysR family	COG:COG0583, COG:K, RefSeq:WP_001047066.1, SO:0001217, UniParc:UPI0000054B1F, UniRef:UniRef100_A0A0D3Q5R9, UniRef:UniRef50_A0A0D3Q5R9, UniRef:UniRef90_A0A0D3Q5R9
ptg000002l	cds	1907388	1909997	-	IIKNCJ_09725	clpB	ATP-dependent chaperone ClpB	COG:COG0542, COG:O, GO:0005524, GO:0005737, GO:0009408, GO:0016887, GO:0042026, RefSeq:WP_000353955.1, SO:0001217, UniParc:UPI00003B1A86, UniRef:UniRef100_Q5HHB0, UniRef:UniRef50_Q81TT4, UniRef:UniRef90_Q99VB5
ptg000002l	cds	1910200	1912014	-	IIKNCJ_09730		Putative O-acetyltransferase SACOL0978	EC:2.3.1.-, GO:0005886, GO:0016747, RefSeq:WP_001044214.1, SO:0001217, UniParc:UPI0000054B21, UniRef:UniRef100_Q5HHB1, UniRef:UniRef50_Q2FV54, UniRef:UniRef90_Q5HHB1
ptg000002l	cds	1912561	1912869	-	IIKNCJ_09735	sufT	Fe-S protein maturation auxiliary factor SufT	COG:COG2151, COG:O, RefSeq:WP_000390575.1, SO:0001217, UniParc:UPI00000D76BA, UniRef:UniRef100_A0A0H2XI17, UniRef:UniRef50_A0A0H2XI17, UniRef:UniRef90_A0A0H2XI17
ptg000002l	cds	1912983	1913807	+	IIKNCJ_09740	cof	Hydroxymethylpyrimidine pyrophosphatase and other HAD family phosphatases	COG:COG0561, COG:HR, RefSeq:WP_001182436.1, SO:0001217, UniParc:UPI000005227E, UniRef:UniRef100_A0A0E0VMQ2, UniRef:UniRef50_B9EAP4, UniRef:UniRef90_A0A2K4AL98
ptg000002l	cds	1913859	1915175	+	IIKNCJ_09745	cdr	CoA-disulfide reductase	COG:COG0446, COG:I, EC:1.8.1.14, GO:0003756, GO:0045454, GO:0050451, GO:0050660, GO:0050661, RefSeq:WP_001124525.1, SO:0001217, UniParc:UPI0000054B23, UniRef:UniRef100_Q2FIA5, UniRef:UniRef50_O52582, UniRef:UniRef90_O52582
ptg000002l	cds	1915346	1915735	-	IIKNCJ_09750		UPF0344 protein SAR0931	GO:0005886, RefSeq:WP_000902817.1, SO:0001217, UniParc:UPI00004B5B83, UniRef:UniRef100_A6QFI0, UniRef:UniRef50_Q49WA9, UniRef:UniRef90_Q7A6H2
ptg000002l	cds	1916064	1916966	-	IIKNCJ_09755	ycgM	Uncharacterized protein SAR0930	COG:COG0179, COG:Q, GO:0003824, GO:0046872, RefSeq:WP_000670752.1, SO:0001217, UniParc:UPI0000054B26, UniRef:UniRef100_Q7A6H3, UniRef:UniRef50_Q49WA8, UniRef:UniRef90_Q4L4Y4
ptg000002l	cds	1917132	1920785	-	IIKNCJ_09760	addA	helicase-exonuclease AddAB subunit AddA	COG:COG1074, COG:L, EC:3.1.-.-, EC:3.6.4.12, GO:0000724, GO:0003678, GO:0003690, GO:0005524, GO:0008408, GO:0016887, RefSeq:WP_000154914.1, SO:0001217, UniParc:UPI0000696BFD, UniRef:UniRef100_Q2FIA8, UniRef:UniRef50_Q2FZT5, UniRef:UniRef90_Q2FZT5
ptg000002l	cds	1920786	1924262	-	IIKNCJ_09765	addB	helicase-exonuclease AddAB subunit AddB	COG:COG3857, COG:L, EC:3.1.-.-, EC:3.6.4.12, GO:0000724, GO:0003678, GO:0003690, GO:0005524, GO:0008409, GO:0016887, GO:0046872, GO:0051539, RefSeq:WP_000172342.1, SO:0001217, UniParc:UPI0000054B28, UniRef:UniRef100_Q2FIA9, UniRef:UniRef50_Q5HQJ5, UniRef:UniRef90_Q2FIA9
ptg000002l	cds	1924422	1924997	-	IIKNCJ_09770	lepB	signal peptidase I	COG:COG0681, COG:U, EC:3.4.21.89, GO:0004252, GO:0005886, GO:0006465, RefSeq:WP_000711486.1, SO:0001217, UniParc:UPI0000627620, UniRef:UniRef100_Q5HHB9, UniRef:UniRef50_Q5HHB9, UniRef:UniRef90_Q5HHB9
ptg000002l	cds	1925013	1925537	-	IIKNCJ_09775	lepB	signal peptidase I	COG:COG0681, COG:U, GO:0004252, GO:0005886, GO:0006465, RefSeq:WP_000758215.1, SO:0001217, UniParc:UPI00004B5B80, UniRef:UniRef100_Q5HHC0, UniRef:UniRef50_P0A063, UniRef:UniRef90_P0A063
ptg000002l	cds	1925542	1926117	-	IIKNCJ_09780	tVP38	Uncharacterized membrane protein YdjX, related to fungal oxalate transporter, TVP38/TMEM64 family	COG:COG0398, COG:S, RefSeq:WP_000007967.1, SO:0001217, UniParc:UPI00000D781A, UniRef:UniRef100_W8TMZ4, UniRef:UniRef50_W8TMZ4, UniRef:UniRef90_W8TMZ4
ptg000002l	cds	1926442	1927773	-	IIKNCJ_09785	pgi	glucose-6-phosphate isomerase	COG:COG0166, COG:G, EC:5.3.1.9, GO:0004347, GO:0005737, GO:0006094, GO:0006096, GO:0097367, RefSeq:WP_000148855.1, SO:0001217, UniParc:UPI000012AF6E, UniRef:UniRef100_Q2FIB3, UniRef:UniRef50_Q49WA1, UniRef:UniRef90_Q2FIB3
ptg000002l	cds	1928124	1929329	+	IIKNCJ_09790	argG	argininosuccinate synthase	COG:COG0137, COG:E, EC:6.3.4.5, GO:0004055, GO:0005524, GO:0005737, GO:0006526, RefSeq:WP_000660045.1, SO:0001217, UniParc:UPI000012619A, UniRef:UniRef100_A7X0H5, UniRef:UniRef50_Q59491, UniRef:UniRef90_Q5HQK0
ptg000002l	cds	1929319	1930698	+	IIKNCJ_09795	argH	argininosuccinate lyase	COG:COG0165, COG:E, EC:4.3.2.1, GO:0004056, GO:0005737, GO:0042450, RefSeq:WP_000066062.1, SO:0001217, UniParc:UPI0000696BFB, UniRef:UniRef100_Q2FIB5, UniRef:UniRef50_Q97KE5, UniRef:UniRef90_Q2FIB5
ptg000002l	cds	1930940	1931869	+	IIKNCJ_09800	ugpQ	Glycerophosphoryl diester phosphodiesterase	COG:COG0584, COG:I, RefSeq:WP_000185319.1, SO:0001217, UniParc:UPI00000542A2, UniRef:UniRef100_W8U0B2, UniRef:UniRef50_W8U0B2, UniRef:UniRef90_W8U0B2
ptg000002l	ncRNA	1931956	1932233	+	IIKNCJ_09805	S35	Staphylococcus sRNA 35 (srn_0335)	RFAM:RF02894, SO:0000655
ptg000002l	cds	1932372	1933616	-	IIKNCJ_09810	gluD	NAD-specific glutamate dehydrogenase	COG:COG0334, COG:E, EC:1.4.1.2, GO:0004352, GO:0006520, RefSeq:WP_000138486.1, SO:0001217, UniParc:UPI0000696BFA, UniRef:UniRef100_A0A1S5ZSF2, UniRef:UniRef50_P39633, UniRef:UniRef90_Q5HHC7
ptg000002l	cds	1933725	1934915	-	IIKNCJ_09815	rocD	ornithine--oxo-acid transaminase	COG:COG4992, COG:E, EC:2.6.1.13, GO:0004587, GO:0005737, GO:0030170, GO:0050155, GO:0055129, RefSeq:WP_000167314.1, SO:0001217, UniParc:UPI00000D76C6, UniRef:UniRef100_Q5HHC8, UniRef:UniRef50_Q9K5Z2, UniRef:UniRef90_Q5HQK4
ptg000002l	cds	1935223	1936350	-	IIKNCJ_09820	fadH	2,4-dienoyl-CoA reductase or related NADH-dependent reductase, Old Yellow Enzyme (OYE) family	COG:C, COG:COG1902, RefSeq:WP_000838037.1, SO:0001217, UniParc:UPI0000054272, UniRef:UniRef100_A0A0D6HWT3, UniRef:UniRef50_A0A1M7DRD2, UniRef:UniRef90_A0A0U1MHF9
ptg000002l	cds	1936712	1937089	-	IIKNCJ_09825	ygs	S1 domain-containing post-transcriptional regulator Ygs	COG:COG1098, COG:R, RefSeq:WP_001067294.1, SO:0001217, UniParc:UPI00000D9D39, UniRef:UniRef100_A0A4U0BEU3, UniRef:UniRef50_B9DIU9, UniRef:UniRef90_A0A4U0BEU3
ptg000002l	cds	1937505	1938098	-	IIKNCJ_09830	ppiB	Putative peptidyl-prolyl cis-trans isomerase	COG:COG0652, COG:O, EC:5.2.1.8, GO:0000413, GO:0003755, RefSeq:WP_000035058.1, SO:0001217, UniParc:UPI000005425D, UniRef:UniRef100_Q2FIC1, UniRef:UniRef50_Q5HQK8, UniRef:UniRef90_Q2FIC1
